Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time S,Data Time Tz
12958.0,50.0,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,1.0,25.0,56.0,5.0,1000.0,50.0,46.0,35.0,4.1,2021-05-19 15:00:00,+07:00
12957.0,51.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,6.0,25.0,56.0,1.0,1000.0,40.0,51.0,35.0,4.1,2021-05-13 17:00:00,+07:00
13015.0,91.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,+07:00
13018.0,36.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13019.0,60.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13026.0,1.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,+07:00
1584.0,58.0,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,Not Specified,1.0,26.0,88.0,10.0,1009.5,33.0,58.0,28.0,2.3,2021-05-05 01:00:00,+07:00
1585.0,58.0,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,Not Specified,1.0,25.0,62.0,1.0,1007.0,45.40338983050848,63.240613553113555,33.0,5.1,2021-05-19 14:00:00,+07:00
13017.0,41.0,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13020.0,32.0,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13013.0,74.0,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13014.0,18.0,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.0,22.5,83.0,13.50085341365462,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,+07:00
13252.0,142.0,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,9.613503480278423,26.2,65.0,1.0,975.7,142.0,100.0,33.7,3.0,2021-05-19 15:00:00,+07:00
8767.0,53.0,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,9.613503480278423,21.0,45.0,13.50085341365462,1006.0,45.40338983050848,53.0,34.5,1.8,2021-05-20 13:00:00,+07:00
8688.0,57.0,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,9.613503480278423,25.0,56.0,13.50085341365462,1002.5,45.40338983050848,57.0,35.0,3.3,2021-05-20 13:00:00,+07:00
8641.0,85.0,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,25.0,56.0,7.4,1002.0,45.40338983050848,85.0,35.0,3.0,2021-05-20 14:00:00,+07:00
13012.0,15.0,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.0,20.9,59.9,8.0,922.3,14.0,15.0,29.5,3.0,2021-05-20 14:00:00,+07:00
12488.0,58.0,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,Not Specified,4.0,23.0,49.0,13.50085341365462,1006.0,45.40338983050848,63.240613553113555,35.0,4.1,2021-05-20 14:00:00,+07:00
13251.0,1.0,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,9.613503480278423,22.248210340256296,78.0,13.50085341365462,1009.0,45.40338983050848,63.240613553113555,26.0,2.8,2021-02-26 15:00:00,+07:00
12976.0,57.0,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,2.0,27.0,70.0,9.0,1005.0,57.0,53.0,33.0,3.0,2021-05-20 11:00:00,+07:00
13250.0,58.0,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,Not Specified,34.0,26.3,55.4,6.0,990.7,1.0,2.0,36.7,2.0,2021-05-20 14:00:00,+07:00
5507.0,58.0,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,Not Specified,9.613503480278423,22.248210340256296,78.0,13.50085341365462,1009.0,45.40338983050848,63.240613553113555,30.4,2.0,2021-04-29 17:00:00,+07:00
11778.0,7.0,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,3.0,28.9,85.7,3.0,991.0,6.0,7.0,31.6,2.0,2021-05-20 12:00:00,+07:00
12958.0,60.0,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,1.0,27.0,70.0,5.0,1005.0,57.0,60.0,33.0,3.0,2021-05-20 11:00:00,+07:00
12957.0,56.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.0,25.0,59.0,2.0,1004.0,44.0,56.0,34.0,3.0,2021-05-20 12:00:00,+07:00
13015.0,91.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,+07:00
13018.0,36.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13019.0,60.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13026.0,1.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,+07:00
1584.0,58.0,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,Not Specified,1.0,26.0,88.0,10.0,1009.5,33.0,58.0,28.0,2.3,2021-05-05 01:00:00,+07:00
1585.0,58.0,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,Not Specified,2.0,23.0,52.0,4.0,1006.0,45.40338983050848,63.240613553113555,34.0,4.6,2021-05-20 14:00:00,+07:00
13017.0,41.0,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13020.0,32.0,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13013.0,74.0,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13014.0,18.0,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.0,22.5,83.0,13.50085341365462,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,+07:00
13252.0,83.0,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,9.613503480278423,25.1,60.9,1.0,975.2,83.0,75.0,33.7,1.0,2021-05-20 14:00:00,+07:00
8767.0,57.0,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,9.613503480278423,25.5,97.0,13.50085341365462,1006.5,45.40338983050848,57.0,26.0,1.8,2021-05-21 15:00:00,+07:00
8688.0,48.0,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,9.613503480278423,28.0,75.0,13.50085341365462,1000.0,45.40338983050848,48.0,33.0,5.6,2021-05-21 16:00:00,+07:00
8641.0,102.0,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,28.0,75.0,6.4,1000.0,45.40338983050848,102.0,33.0,5.6,2021-05-21 16:00:00,+07:00
13012.0,36.0,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.0,22.6,74.2,14.0,924.1,31.0,36.0,27.6,3.0,2021-05-21 16:00:00,+07:00
12488.0,58.0,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,Not Specified,3.0,23.5,51.0,13.50085341365462,1003.5,45.40338983050848,63.240613553113555,35.0,5.4,2021-05-21 16:00:00,+07:00
13251.0,1.0,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,+07:00
12976.0,58.0,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,Not Specified,3.0,27.5,97.0,13.0,1004.0,69.0,63.0,28.0,4.1,2021-05-20 16:00:00,+07:00
13250.0,58.0,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,Not Specified,34.0,26.6,57.0,2.0,989.8,1.0,2.0,36.5,2.0,2021-05-21 16:00:00,+07:00
5507.0,58.0,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,Not Specified,9.613503480278423,24.7,71.6,13.50085341365462,993.2,99.5,63.240613553113555,30.4,2.0,2021-04-29 17:00:00,+07:00
11778.0,6.0,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,4.0,29.0,84.2,3.0,990.9,6.0,6.0,32.0,2.0,2021-05-21 14:00:00,+07:00
12958.0,58.0,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,Not Specified,2.0,27.0,94.0,12.0,1004.0,69.0,74.0,28.0,5.1,2021-05-20 16:00:00,+07:00
12957.0,58.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,Not Specified,6.0,27.5,97.0,1.0,1004.0,51.0,66.0,28.0,4.1,2021-05-20 16:00:00,+07:00
13015.0,91.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,+07:00
13018.0,36.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13019.0,60.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13026.0,1.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,+07:00
1584.0,25.0,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,1.0,24.5,59.0,11.0,1004.0,21.0,25.0,33.5,4.3,2021-05-21 16:00:00,+07:00
1585.0,58.0,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,Not Specified,2.0,24.5,64.0,5.0,1005.5,45.40338983050848,63.240613553113555,32.0,5.1,2021-05-21 15:00:00,+07:00
13017.0,41.0,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13020.0,32.0,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13013.0,74.0,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13014.0,18.0,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.0,22.5,83.0,13.50085341365462,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,+07:00
13252.0,97.0,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,9.613503480278423,26.0,62.8,1.0,975.5,97.0,79.0,34.1,2.0,2021-05-21 16:00:00,+07:00
8767.0,57.0,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,9.613503480278423,25.0,91.0,13.50085341365462,1009.0,45.40338983050848,57.0,26.5,3.3,2021-05-24 09:00:00,+07:00
8688.0,57.0,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,9.613503480278423,25.0,94.0,13.50085341365462,1011.0,45.40338983050848,57.0,26.0,2.5,2021-05-24 09:00:00,+07:00
8641.0,78.0,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,25.0,88.0,6.9,1011.0,45.40338983050848,78.0,27.0,2.5,2021-05-24 10:00:00,+07:00
13012.0,27.0,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,3.0,22.3,84.0,10.0,922.8,27.0,22.0,25.2,1.0,2021-05-24 10:00:00,+07:00
12488.0,58.0,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,Not Specified,10.0,26.0,66.0,13.50085341365462,1008.0,45.40338983050848,63.240613553113555,33.0,2.0,2021-05-24 10:00:00,+07:00
13251.0,1.0,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,+07:00
12976.0,95.0,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.0,25.0,94.0,8.0,1011.0,57.0,95.0,26.0,2.5,2021-05-24 09:00:00,+07:00
13250.0,27.0,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,45.0,25.4,81.9,2.0,999.5,26.0,27.0,28.8,2.0,2021-05-24 08:00:00,+07:00
5507.0,58.0,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,Not Specified,9.613503480278423,24.7,71.6,13.50085341365462,993.2,99.5,63.240613553113555,30.4,2.0,2021-04-29 17:00:00,+07:00
11778.0,9.0,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,7.0,27.1,96.0,8.0,995.5,9.0,7.0,27.8,1.0,2021-05-24 08:00:00,+07:00
12958.0,38.0,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,2.0,25.0,94.0,2.0,1011.0,38.0,29.0,26.0,2.5,2021-05-24 09:00:00,+07:00
12957.0,43.0,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.0,25.0,88.0,2.0,1011.0,33.0,43.0,27.0,2.5,2021-05-24 10:00:00,+07:00
13015.0,91.0,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,+07:00
13018.0,36.0,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13019.0,60.0,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13026.0,1.0,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,+07:00
1584.0,49.0,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,6.0,24.0,59.0,10.0,1007.0,31.0,49.0,33.0,2.0,2021-05-24 10:00:00,+07:00
1585.0,58.0,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,Not Specified,1.0,23.0,62.0,3.0,1009.0,45.40338983050848,63.240613553113555,31.0,2.8,2021-05-24 09:00:00,+07:00
13017.0,41.0,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13020.0,32.0,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,+07:00
13013.0,74.0,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,+07:00
